AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM,
12.96,19.33,45.25,46.91,16.96,76.52,23.92,21.95,86.76,24.13,87.37,15.2,60.65,31.35,22.95,63.75,59.19,31,20.33,13.27,18.27,62.8,45.2,27.59,54.95,13.36,32.39,25.55,57.18,81.64,
13.51,19.95,46.17,46.08,17.11,76.66,23.5,21.43,88.78,24.71,86.82,14.91,60.05,29.25,22.72,63.56,58.5,30.53,20.52,13.36,18.16,62.35,44.53,27.14,54.3,13.46,30.37,26.84,56.52,81.63,
13.29,21.07,46.31,45.8,17.79,77.35,24.31,22.86,88.71,25.26,89.23,15.37,59.69,29.88,22.36,62.14,59.19,29.97,20.76,13.09,17.8,62.17,43.17,26.5,54.88,14.4,29.88,26.71,56.02,80.3,
13,20.01,44.76,43.67,17.32,73.96,23.18,22.9,84.5,24.57,87.79,14.44,59.13,28.09,22.47,61.24,58.07,29.49,19.51,12.62,17.49,61.08,41.46,26.3,53.52,14.09,29.82,27.03,55.54,78.25,
13.24,20.04,44.79,44.02,17.54,74.24,22.9,22.51,85.41,24.39,87.18,14.55,59.02,27.22,22.62,60.52,58.58,29.36,20.12,12.85,17.65,60.41,42.23,26.71,53.51,13.94,30.28,26.84,51.38,79.09,
12.94,19.23,44.45,43.2,16.7,72.82,22.31,22.51,83.92,23.86,84.7,14.15,59.05,25.97,22.3,60.07,57.74,28.73,19.52,12.4,17.44,59.86,41.98,26.45,52.7,13.91,30.07,26.15,51.58,77.57,
12.67,18.83,43.74,41.19,16.4,70.82,21.86,22.44,77.67,22.97,85.71,13.79,58.34,24.91,21.87,60.16,57.08,28.5,19.47,12.53,17.36,59.94,41.03,25.62,52.36,13.24,29.72,25.9,51.39,76.54,
12.53,18.99,42.46,41.4,16.45,71.82,21.2,22.14,77.92,22.51,85.34,13.67,58.84,26.35,22.01,59.32,56.25,28.44,19.82,12.38,17.59,59.47,41.79,25.36,50.8,13.29,29.45,26.07,52.12,77.92,
12.19,17.83,41.2,39.35,15.74,69.69,20.8,21.52,75.69,21.91,83.19,13.08,57.95,25.91,21.31,57.33,55.04,27.82,19.09,11.66,17.24,57.86,40,24.08,50.03,12.74,28.57,26.14,51.56,75.1,
11.91,17.32,40.96,39.39,15.81,70.77,21.36,21.65,73.83,22.81,84.12,13.29,57.62,24.34,21.68,57.98,55.17,28.12,19.24,11.74,17.39,57.46,39.98,24.89,49.69,12.35,27.95,26.9,51.35,76.66,
11.76,17.01,42.46,39.55,15.82,71.74,21.46,21.4,73.05,23.2,84.92,13.74,57.44,22.82,21.92,59.67,56.42,28.19,19.71,11.7,17.5,57.73,41.05,25.5,51.1,11.85,28.01,26.91,51.56,78.1,
11.17,15.6,40.36,38.32,15.01,68.31,20.24,19.78,59.2,21.99,81.98,12.86,56.75,18.09,21.44,57.07,53.92,27.89,18.48,11.04,17.2,57.43,38.36,24.16,49.36,10.61,27.93,25.94,50.56,76.29,
11.83,16.87,42.27,39.55,15.7,71.23,21.23,21.11,69.9,22.28,91.42,13.26,56.36,22.63,21.65,58.7,54.24,27.57,19.38,11.42,17.48,57.57,40.62,25.05,49.25,11.05,28.89,26.33,49.14,79.26,
12.62,16.06,42.26,37.23,15.37,69.95,20.97,20.48,71.03,21.97,90.07,12.82,56.87,23.1,21.56,58.72,54.06,27.45,17.11,11.41,17.21,56.96,38.56,27.19,48.95,11.05,28.2,26.8,48.87,78.23,
12.62,16,41.98,35.66,15.89,70.82,20.61,20.41,74.91,21.72,89.49,13.12,55.97,24.28,21.1,58.02,52.9,28.2,17.2,11.42,17.45,56,37.92,28.04,47.41,11.08,28.46,26.93,48.35,78.04,
12.81,15.2,43.01,32.67,16.3,71.29,20.86,18.85,74.2,22.73,91.6,13.38,56.55,24.5,21.52,58.4,53.56,27.79,17.63,11.42,15.65,56.37,37.58,28.15,48.67,10.65,28.97,26.8,48.6,78.6,
12.96,16.68,43.22,32.32,16.73,72.09,21.25,18.78,78.26,22.12,91.66,13.81,57.54,25.06,21.67,58.52,53.99,28.37,17.66,11.38,15.82,56.7,39.89,29.08,49.24,11.04,28.01,27,48.79,78.92,
13.46,17.85,43.24,33,16.88,73.79,22.28,19.14,87.7,23,94.82,14.01,58.56,27.66,21.93,59.2,55.42,28.78,18.04,11.9,15.44,58.18,41.24,29.99,50.66,11.81,28.91,27.89,48.73,79.25,
13.29,16.71,40.71,31.85,15.93,70.62,21.25,17.53,82.72,22,92.51,13.37,58.28,25.43,21.78,58.14,56.55,28.94,17.59,11.5,15.12,58.22,39.43,28.69,48.68,11.57,28.26,27.89,47.86,77,
12.88,16.73,42.31,30.85,14.97,70.52,20.68,16.51,80.73,21.53,91.65,12.9,57.69,25.51,21.36,58.02,53.79,28.55,17.1,11.31,14.58,54.5,38.64,28.33,47.99,12.34,27.93,27.41,47.12,76.48,
13.07,16.98,40.8,30.29,15.31,70.29,20.2,15.74,83.57,21.57,90.93,13.63,57.69,25.2,21.12,57.9,50.62,28.43,17.83,11.11,14.89,53.05,38.79,29.15,47.54,12.49,28.6,27.02,46.57,76.69,
13.28,16.09,42.09,29.99,15.62,71.64,20.62,16.16,82.81,21.92,93.48,13.73,58.58,24.05,21.66,58.88,51.64,30.24,18.5,11.58,15.2,53.91,39.19,29.74,48.31,12.1,29.51,27.75,47.81,78.12,
13.36,16.36,41.97,30.6,15.84,71.6,19,15.34,87.97,21.73,92.83,13.88,57.96,24.04,21.2,57.86,50.84,29.9,18.63,11.45,14.57,52.52,38.63,28.98,47.53,12.28,28.62,27,46.42,77.66,
13.78,17.03,42.72,31.61,16.35,73.25,18.71,15.54,92.85,22.4,92.41,14.25,58.11,24.54,21.35,58.36,51.55,30.1,19.04,11.8,14.5,53.32,38.28,28.8,48.05,13.44,29.16,27.57,48.56,79.78,
14.25,17.93,42.92,33.28,17.04,74.9,19.45,15.49,96.57,23.53,96.14,14.73,58.51,27.63,21.78,58.46,52.39,30.77,19.66,12.17,14.84,54,39.72,28.94,49.03,13.85,29.66,28.16,49.63,80.34,
14.64,17.75,42.8,32.72,16.85,74.42,19.44,15.17,97.89,23.09,96.82,14.91,58.5,27.28,21.16,59.02,54.11,30.65,19.44,11.94,14.71,52.94,40.61,29.52,49.62,13.83,29.35,28,49.28,79.48,
13.98,15.97,40.21,30.92,16.05,71.12,18.76,14.74,90.4,22.21,93.27,14.08,56.73,24.62,20.34,57.28,51.08,29.01,18.8,11.26,14.07,51.45,38.84,27.97,47.06,13.46,28.05,27.04,47.72,76.14,
13.83,16.36,40.33,31.13,16.17,71.26,18.5,14.3,94.71,22.14,95.16,14.08,57.33,26.09,20.64,57.08,51.29,29.72,19.21,11.08,14.38,51.16,40.96,28.55,47.62,13.74,28.03,26.89,48.23,74.58,
14.18,16.19,39.86,31.02,16.2,69.86,18.83,14.3,95.58,21.98,95.07,14,57.78,26.19,22.2,56.96,49.97,29.34,19.26,11.12,14.65,51.28,41.74,29.48,46.91,14.1,27.92,26.99,48.13,75.22,
14.17,15.74,40.48,30.94,16.1,69.73,18.52,13.57,96.45,21.22,93.84,13.88,57.1,24.69,21.93,56.81,49.42,28.75,19.09,10.86,14.58,51.09,40.37,28.96,47.09,13.99,27.64,26.13,46.53,74.59,
13.5,13.96,38.43,28.98,15.29,66.18,17.84,12.28,85.71,19.94,90.67,13.21,55.98,21.65,21.3,55.68,47.42,28.61,18.09,10.49,14.25,50.11,39.17,28.42,45.68,13.56,26.42,25.46,48.24,71.28,
13.48,14.1,37.98,28.44,15.37,66.12,17.63,12.25,84.5,19.8,91.51,13.36,55.83,21.51,21.34,56.41,47.14,28.64,18.12,10.88,14.16,50.95,38.93,28.33,44.85,14.04,26.24,25.64,50,71.94,
12.95,12.87,37.57,27.02,15.04,66.68,17.69,11.68,86.01,20.16,88.93,12.68,55.93,20.6,21.65,55.31,47.07,28.53,17.91,10.7,14.03,51.13,38.5,28.65,44.72,13.91,26.17,25.83,50.45,72.16,
