Date,Open,High,Low,Close,Adj Close,Volume
2020-07-24,2024.180054,2068.669922,2010.650024,2038.709961,2038.709961,0
2020-07-27,2056.979980,2105.580078,2056.500000,2104.620117,2104.620117,0
2020-07-28,2082.850098,2084.780029,2058.899902,2060.399902,2060.399902,0
2020-07-29,2084.620117,2114.199951,2079.489990,2106.300049,2106.300049,0
2020-07-30,2105.389893,2148.600098,2098.790039,2147.550049,2147.550049,0
2020-07-31,2144.739990,2145.419922,2104.919922,2136.409912,2136.409912,0
2020-08-03,2156.629883,2181.469971,2151.239990,2177.270020,2177.270020,0
2020-08-04,2177.419922,2209.909912,2174.929932,2209.810059,2209.810059,0
2020-08-05,2202.510010,2215.510010,2191.290039,2207.560059,2207.560059,0
2020-08-06,2198.959961,2207.699951,2181.760010,2204.939941,2204.939941,0
2020-08-07,2199.409912,2210.010010,2153.530029,2178.860107,2178.860107,0
2020-08-10,2181.370117,2187.979980,2148.110107,2179.600098,2179.600098,0
2020-08-11,2177.120117,2199.139893,2149.520020,2154.790039,2154.790039,0
2020-08-12,2173.939941,2232.010010,2168.899902,2227.219971,2227.219971,0
2020-08-13,2221.610107,2226.689941,2193.489990,2202.409912,2202.409912,0
2020-08-14,2203.110107,2227.929932,2194.379883,2200.810059,2200.810059,0
2020-08-17,2215.340088,2237.810059,2215.330078,2227.610107,2227.610107,0
2020-08-18,2237.310059,2240.989990,2209.179932,2214.659912,2214.659912,0
2020-08-19,2219.399902,2221.929932,2195.810059,2200.770020,2200.770020,0
2020-08-20,2169.080078,2192.449951,2166.790039,2181.040039,2181.040039,0
2020-08-21,2178.020020,2199.270020,2170.639893,2198.330078,2198.330078,0
2020-08-24,2224.909912,2227.510010,2202.770020,2219.370117,2219.370117,0
2020-08-25,2226.340088,2243.439941,2221.959961,2243.060059,2243.060059,0
2020-08-26,2245.169922,2256.449951,2237.449951,2250.229980,2250.229980,0
2020-08-27,2258.100098,2258.100098,2208.040039,2220.149902,2220.149902,0
2020-08-28,2225.760010,2264.590088,2222.199951,2264.139893,2264.139893,0
2020-08-31,2259.139893,2277.770020,2243.679932,2260.429932,2260.429932,0
2020-09-01,2275.620117,2305.510010,2264.889893,2304.679932,2304.679932,0
2020-09-02,2340.580078,2382.320068,2317.010010,2370.179932,2370.179932,0
2020-09-03,2324.590088,2326.629883,2221.540039,2234.229980,2234.229980,0
2020-09-04,2218.340088,2251.989990,2137.010010,2212.729980,2212.729980,0
2020-09-08,2124.879883,2174.909912,2106.729980,2108.610107,2108.610107,0
2020-09-09,2157.280029,2186.250000,2135.330078,2169.610107,2169.610107,0
2020-09-10,2192.020020,2202.840088,2126.669922,2137.780029,2137.780029,0
2020-09-11,2158.879883,2176.590088,2115.129883,2136.370117,2136.370117,0
2020-09-14,2184.010010,2194.540039,2164.570068,2181.750000,2181.750000,0
2020-09-15,2208.939941,2233.689941,2206.969971,2219.189941,2219.189941,0
2020-09-16,2232.310059,2235.790039,2194.729980,2195.540039,2195.540039,0
2020-09-17,2135.709961,2199.530029,2135.709961,2194.149902,2194.149902,0
2020-09-18,2209.340088,2211.310059,2133.629883,2160.969971,2160.969971,0
2020-09-21,2123.419922,2154.899902,2102.159912,2154.280029,2154.280029,0
2020-09-22,2167.050049,2181.800049,2132.899902,2180.260010,2180.260010,0
2020-09-23,2181.020020,2190.550049,2120.780029,2126.689941,2126.689941,0
2020-09-24,2109.929932,2175.919922,2109.929932,2147.419922,2147.419922,0
2020-09-25,2141.209961,2183.110107,2119.500000,2177.840088,2177.840088,0
2020-09-28,2206.879883,2238.320068,2193.510010,2237.639893,2237.639893,0
2020-09-29,2236.280029,2261.560059,2234.979980,2242.520020,2242.520020,0
2020-09-30,2233.300049,2266.770020,2233.199951,2244.120117,2244.120117,0
2020-10-01,2279.639893,2297.409912,2265.899902,2291.770020,2291.770020,0
2020-10-02,2236.379883,2270.300049,2220.679932,2221.120117,2221.120117,0
2020-10-05,2245.169922,2296.139893,2245.030029,2295.560059,2295.560059,0
2020-10-06,2296.919922,2337.469971,2273.659912,2281.090088,2281.090088,0
2020-10-07,2317.250000,2333.729980,2314.739990,2328.840088,2328.840088,0
2020-10-08,2348.030029,2359.959961,2340.969971,2356.159912,2356.159912,0
2020-10-09,2398.879883,2403.810059,2381.070068,2398.040039,2398.040039,0
2020-10-12,2423.060059,2444.879883,2416.820068,2433.479980,2433.479980,0
2020-10-13,2438.030029,2449.169922,2418.060059,2430.129883,2430.129883,0
2020-10-14,2437.679932,2445.120117,2405.090088,2417.199951,2417.199951,0
2020-10-15,2371.189941,2416.419922,2369.169922,2411.129883,2411.129883,0
2020-10-16,2424.149902,2425.949951,2398.510010,2399.760010,2399.760010,0
2020-10-19,2418.929932,2432.889893,2379.260010,2385.850098,2385.850098,0
2020-10-20,2397.909912,2404.939941,2379.439941,2385.820068,2385.820068,0
2020-10-21,2384.120117,2394.159912,2366.340088,2367.260010,2367.260010,0
2020-10-22,2369.590088,2381.620117,2342.340088,2370.449951,2370.449951,0
2020-10-23,2355.600098,2361.219971,2338.250000,2360.229980,2360.229980,0
