Date,Open,High,Low,Close,Adj Close,Volume
2020-06-22,1417.670044,1433.530029,1400.979980,1433.530029,1433.530029,46653800
2020-06-23,1436.459961,1454.119995,1436.459961,1439.339966,1439.339966,47048300
2020-06-24,1437.199951,1437.199951,1374.400024,1389.739990,1389.739990,55872000
2020-06-25,1388.410034,1413.709961,1375.369995,1413.310059,1413.310059,48154200
2020-06-26,1411.369995,1411.369995,1375.589966,1378.780029,1378.780029,80981200
2020-06-29,1383.040039,1427.089966,1381.040039,1421.209961,1421.209961,44627700
2020-06-30,1418.550049,1444.119995,1413.180054,1441.369995,1441.369995,46962800
2020-07-01,1443.290039,1451.459961,1423.650024,1427.310059,1427.310059,44431300
2020-07-02,1433.390015,1459.410034,1428.550049,1431.859985,1431.859985,41908300
2020-07-06,1435.949951,1461.280029,1435.949951,1442.880005,1442.880005,47364500
2020-07-07,1441.300049,1441.300049,1414.239990,1416.000000,1416.000000,45637000
2020-07-08,1416.359985,1431.829956,1402.180054,1427.400024,1427.400024,49277000
2020-07-09,1427.439941,1427.829956,1384.099976,1398.920044,1398.920044,48290200
2020-07-10,1398.920044,1422.709961,1395.650024,1422.680054,1422.680054,45153400
2020-07-13,1427.359985,1452.319946,1403.060059,1403.569946,1403.569946,48907800
2020-07-14,1403.130005,1428.400024,1393.900024,1428.260010,1428.260010,44761700
2020-07-15,1432.500000,1485.050049,1432.500000,1478.270020,1478.270020,46697600
2020-07-16,1473.780029,1473.780029,1460.079956,1467.560059,1467.560059,39612300
2020-07-17,1467.869995,1482.400024,1464.709961,1473.319946,1473.319946,39938300
2020-07-20,1471.670044,1474.369995,1461.300049,1467.949951,1467.949951,39712000
2020-07-21,1472.130005,1496.729980,1472.130005,1487.510010,1487.510010,45479600
2020-07-22,1486.430054,1493.560059,1478.880005,1490.140015,1490.140015,42551900
2020-07-23,1489.329956,1507.239990,1477.229980,1490.199951,1490.199951,42904600
2020-07-24,1488.670044,1488.670044,1466.099976,1467.550049,1467.550049,38949000
2020-07-27,1468.229980,1484.660034,1464.479980,1484.650024,1484.650024,39639100
2020-07-28,1484.369995,1485.339966,1469.550049,1469.760010,1469.760010,40278900
2020-07-29,1471.369995,1501.859985,1471.369995,1500.630005,1500.630005,46763000
2020-07-30,1499.199951,1499.199951,1475.160034,1495.099976,1495.099976,42540100
2020-07-31,1495.150024,1495.150024,1457.619995,1480.430054,1480.430054,51172600
2020-08-03,1485.489990,1507.930054,1483.369995,1506.800049,1506.800049,46436400
2020-08-04,1506.530029,1517.219971,1501.579956,1517.209961,1517.209961,46216700
2020-08-05,1521.790039,1546.400024,1521.790039,1546.239990,1546.239990,47322200
2020-08-06,1546.439941,1550.469971,1537.459961,1544.619995,1544.619995,42674900
2020-08-07,1542.520020,1569.260010,1539.520020,1569.180054,1569.180054,41048600
2020-08-10,1573.750000,1593.829956,1573.750000,1584.670044,1584.670044,43185700
2020-08-11,1587.569946,1603.599976,1570.699951,1575.099976,1575.099976,50876500
2020-08-12,1577.900024,1595.119995,1574.250000,1583.250000,1583.250000,37685600
2020-08-13,1580.260010,1590.089966,1575.959961,1579.790039,1579.790039,36488100
2020-08-14,1575.780029,1583.479980,1567.880005,1577.880005,1577.880005,31934000
2020-08-17,1579.479980,1586.520020,1575.839966,1585.469971,1585.469971,36712900
2020-08-18,1585.540039,1585.540039,1566.510010,1569.770020,1569.770020,38813100
2020-08-19,1570.439941,1585.160034,1569.979980,1572.069946,1572.069946,38844800
2020-08-20,1567.770020,1570.380005,1554.459961,1564.300049,1564.300049,36428500
2020-08-21,1563.369995,1563.369995,1545.359985,1552.479980,1552.479980,37054200
2020-08-24,1559.959961,1568.729980,1554.099976,1568.469971,1568.469971,37286900
2020-08-25,1572.650024,1574.239990,1556.780029,1571.209961,1571.209961,36193000
2020-08-26,1570.719971,1572.569946,1559.729980,1560.189941,1560.189941,37543600
2020-08-27,1561.359985,1573.380005,1555.270020,1564.560059,1564.560059,39295600
2020-08-28,1570.459961,1578.339966,1567.130005,1578.339966,1578.339966,38558800
2020-08-31,1577.550049,1577.550049,1561.880005,1561.880005,1561.880005,43422900
2020-09-01,1561.099976,1578.579956,1554.189941,1578.579956,1578.579956,40831100
2020-09-02,1578.780029,1595.040039,1567.430054,1592.290039,1592.290039,42851900
2020-09-03,1592.469971,1592.469971,1538.530029,1544.680054,1544.680054,48986800
2020-09-04,1546.640015,1563.380005,1501.520020,1535.300049,1535.300049,44314400
2020-09-08,1534.369995,1534.369995,1499.829956,1504.589966,1504.589966,46656000
2020-09-09,1505.089966,1532.910034,1505.089966,1526.479980,1526.479980,39208300
2020-09-10,1526.869995,1543.430054,1507.729980,1507.750000,1507.750000,41922500
2020-09-11,1508.800049,1515.969971,1484.949951,1497.270020,1497.270020,37044500
2020-09-14,1499.380005,1538.500000,1499.380005,1536.969971,1536.969971,38321300
2020-09-15,1538.540039,1551.020020,1535.640015,1538.150024,1538.150024,40514600
2020-09-16,1539.270020,1572.060059,1539.270020,1552.329956,1552.329956,47100300
2020-09-17,1550.140015,1550.140015,1526.550049,1542.599976,1542.599976,43719400
2020-09-18,1544.339966,1556.380005,1519.760010,1536.780029,1536.780029,70687000
2020-09-21,1533.920044,1533.920044,1470.439941,1485.250000,1485.250000,48283500
