Date,Open,High,Low,Close,Adj Close,Volume
2020-07-24,26533.410156,26625.699219,26402.859375,26469.890625,26469.890625,494170000
2020-07-27,26447.669922,26625.460938,26426.919922,26584.769531,26584.769531,400930000
2020-07-28,26529.449219,26556.839844,26361.710938,26379.279297,26379.279297,361090000
2020-07-29,26388.439453,26602.449219,26375.390625,26539.570313,26539.570313,347580000
2020-07-30,26367.419922,26374.929688,25992.279297,26313.650391,26313.650391,351540000
2020-07-31,26409.330078,26440.019531,26013.589844,26428.320313,26428.320313,488050000
2020-08-03,26542.320313,26707.259766,26534.380859,26664.400391,26664.400391,439380000
2020-08-04,26664.609375,26832.720703,26597.820313,26828.470703,26828.470703,346350000
2020-08-05,26924.779297,27221.669922,26924.779297,27201.519531,27201.519531,366000000
2020-08-06,27170.820313,27394.099609,27145.250000,27386.980469,27386.980469,322460000
2020-08-07,27321.679688,27456.240234,27223.550781,27433.480469,27433.480469,321170000
2020-08-10,27488.210938,27803.859375,27488.210938,27791.439453,27791.439453,360340000
2020-08-11,27961.640625,28154.880859,27624.509766,27686.910156,27686.910156,428220000
2020-08-12,27860.240234,28043.890625,27843.320313,27976.839844,27976.839844,340210000
2020-08-13,27922.509766,27986.099609,27789.779297,27896.720703,27896.720703,360160000
2020-08-14,27828.929688,27977.810547,27759.390625,27931.019531,27931.019531,275540000
2020-08-17,27970.050781,27999.810547,27816.400391,27844.910156,27844.910156,286860000
2020-08-18,27853.480469,27891.119141,27668.789063,27778.070313,27778.070313,276170000
2020-08-19,27811.259766,27920.419922,27647.669922,27692.880859,27692.880859,311460000
2020-08-20,27622.679688,27781.460938,27526.250000,27739.730469,27739.730469,304550000
2020-08-21,27758.130859,27959.480469,27686.779297,27930.330078,27930.330078,372720000
2020-08-24,28077.580078,28314.939453,28041.750000,28308.460938,28308.460938,383880000
2020-08-25,28347.419922,28400.740234,28094.570313,28248.439453,28248.439453,338420000
2020-08-26,28257.880859,28353.800781,28153.910156,28331.919922,28331.919922,327070000
2020-08-27,28384.070313,28634.220703,28363.929688,28492.269531,28492.269531,404340000
2020-08-28,28601.289063,28733.349609,28487.980469,28653.869141,28653.869141,369740000
2020-08-31,28643.660156,28643.660156,28363.550781,28430.050781,28430.050781,517320000
2020-09-01,28439.609375,28659.259766,28290.720703,28645.660156,28645.660156,423410000
2020-09-02,28736.789063,29162.880859,28713.529297,29100.500000,29100.500000,539510000
2020-09-03,29090.699219,29199.349609,28074.759766,28292.730469,28292.730469,650080000
2020-09-04,28341.050781,28539.750000,27664.679688,28133.310547,28133.310547,694640000
2020-09-08,27925.230469,27925.230469,27464.900391,27500.890625,27500.890625,580860000
2020-09-09,27711.710938,28206.210938,27704.539063,27940.470703,27940.470703,460590000
2020-09-10,28022.509766,28174.779297,27447.080078,27534.580078,27534.580078,442850000
2020-09-11,27613.859375,27828.820313,27448.150391,27665.640625,27665.640625,435330000
2020-09-14,27718.740234,28086.060547,27718.740234,27993.330078,27993.330078,380750000
2020-09-15,28139.759766,28231.060547,27931.449219,27995.599609,27995.599609,414520000
2020-09-16,28031.689453,28364.769531,28021.669922,28032.380859,28032.380859,416650000
2020-09-17,27834.179688,28056.789063,27647.929688,27901.980469,27901.980469,437230000
2020-09-18,27864.869141,27946.689453,27487.970703,27657.419922,27657.419922,698710000
2020-09-21,27484.710938,27484.710938,26715.150391,27147.699219,27147.699219,523660000
2020-09-22,27170.339844,27333.089844,26989.929688,27288.179688,27288.179688,420720000
2020-09-23,27413.599609,27464.460938,26716.119141,26763.130859,26763.130859,459470000
2020-09-24,26716.089844,27094.849609,26537.009766,26815.439453,26815.439453,447810000
2020-09-25,26694.509766,27239.289063,26635.380859,27173.960938,27173.960938,388900000
2020-09-28,27362.140625,27722.599609,27362.140625,27584.060547,27584.060547,401860000
2020-09-29,27560.240234,27605.599609,27338.089844,27452.660156,27452.660156,303820000
2020-09-30,27514.640625,28026.330078,27511.060547,27781.699219,27781.699219,452550000
2020-10-01,27940.630859,28041.460938,27669.259766,27816.900391,27816.900391,373450000
2020-10-02,27536.390625,27861.429688,27382.939453,27682.810547,27682.810547,392770000
2020-10-05,27825.419922,28162.640625,27825.419922,28148.640625,28148.640625,318210000
2020-10-06,28214.240234,28354.480469,27728.029297,27772.759766,27772.759766,435030000
2020-10-07,27971.359375,28369.660156,27971.359375,28303.460938,28303.460938,328750000
2020-10-08,28348.859375,28459.130859,28265.560547,28425.509766,28425.509766,314750000
2020-10-09,28533.609375,28676.289063,28440.630859,28586.900391,28586.900391,324050000
2020-10-12,28671.119141,28957.900391,28659.669922,28837.519531,28837.519531,493680000
2020-10-13,28764.949219,28808.839844,28604.349609,28679.810547,28679.810547,526110000
2020-10-14,28731.300781,28792.560547,28461.730469,28514.000000,28514.000000,370800000
2020-10-15,28323.400391,28535.849609,28181.539063,28494.199219,28494.199219,328940000
2020-10-16,28570.720703,28842.900391,28570.720703,28606.310547,28606.310547,356140000
2020-10-19,28633.550781,28711.929688,28139.400391,28195.419922,28195.419922,358700000
2020-10-20,28245.849609,28575.029297,28243.039063,28308.789063,28308.789063,350220000
2020-10-21,28270.660156,28450.640625,28196.390625,28210.820313,28210.820313,299420000
2020-10-22,28197.419922,28421.310547,28040.179688,28363.660156,28363.660156,330320000
2020-10-23,28409.650391,28436.519531,28149.820313,28335.570313,28335.570313,347300000
