AAPL,AXP,BA,CAT,CSCO,CVX,DIS,DD,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM,
166.89,95.79,258.5,136.29,34.62,115.9,99.03,104.41,244.26,165.38,154.03,46.71,139.98,100.92,45.8,166.37,230.18,55.34,83.18,55.07,35.26,86.89,133.47,209.53,120.12,111.07,47.83,67.01,87.94,83.87,
168.11,95.98,262.63,136.47,34.21,115.33,98.35,102.59,246.88,162.71,153.35,47.1,139.93,101.59,45.88,168.1,232.23,55.37,84.05,55.12,35.46,86.51,134.69,211.1,121.46,110.98,47.46,66.78,88.8,83.53,
172.5,96.43,261.75,136.63,34.47,114.99,98.64,101.34,244.4,164.39,151.58,46.34,140.08,101.41,45.97,168.65,232.22,56.06,84.14,55.71,35.55,86.58,133.32,212.87,121.07,111.36,47.42,66.87,89.68,83.18,
174.25,96.29,264.07,137.71,34.41,117.04,100.64,100.03,243.49,164.22,150.84,46.7,139.76,100.78,45.47,170.07,230.31,55.88,84.47,56.04,35.32,86.05,133.44,212.12,120.39,111.92,45.53,65.94,88.7,83.75,
174.81,95.37,266.13,138.81,34.4,117.24,101.61,101.31,239.81,163.66,151.35,46.78,139.77,98.75,45.94,170.77,230.05,55.59,84.27,55.15,35.36,86.98,133.72,212.7,120.75,112.09,45.57,67.92,88.95,83.58,
176.24,95.13,265.57,137.29,34.5,116.67,101.18,100.84,241.25,164.05,151.57,46.7,141.32,97.64,46.18,170.1,229.83,56.58,84.56,55.76,35.34,87.58,133.52,210.77,120.28,112.47,45.46,68.9,90.26,83.47,
175.88,93.75,262.7,135.34,34.05,117.24,102.68,100.01,240.79,163.27,150.3,46.3,140.35,97.63,46.23,167,228.39,56.21,84.09,56.13,35.2,87.78,134.53,211.56,118.37,112.14,45.07,69.54,90.3,83.97,
174.67,93.52,260.85,136.48,33.99,117.18,104.78,99.64,240.15,164.11,149.16,45.58,139.56,97.51,46.54,165.59,227.45,55.48,83.87,56.09,35.18,88.16,135.54,211.07,118.11,111.88,44.88,70.99,90.92,82.94,
173.97,93.9,262.42,136.53,33.95,117.23,104.74,100.34,240.27,165.35,148.4,45.75,139.76,97.86,46.72,167.37,228.22,55.1,83.93,55.91,35.3,89,133.32,212.66,117.07,111.4,44.75,70.37,90.99,82.89,
171.34,93.76,261.76,137.54,34.04,116.92,103.17,97.65,237.24,168.06,148.89,45.86,139.49,97.27,47.43,168.11,229.33,54.99,84.05,55.98,35.38,88.87,133.86,211.71,118.8,111.98,44.22,70.59,91.09,82.24,
169.08,93.26,262.86,134.1,34.11,116.45,103.69,98.22,237.61,165.47,147.1,45.46,139.1,98.19,46.81,167.32,227.4,54.8,82.98,56.63,35.36,88.23,133.71,209.86,117.57,110.25,44.11,70.2,89.83,81.21,
